polity_code,polity_name,polity_type,continent,area_deg2,centroid_lon,centroid_lat,n_parts,n_vertices,n_holes,compactness,is_valid,span_lon,span_lat
ATA-1800-2025,Antarctica,dependency,Antarctica,6048.932237420096,19.92108951219572,-80.50857913109498,108,4923,0,0.032934623542060615,True,360.0,29.47802734375003
BVT-1800-2025,Bouvet Island,dependency,Antarctica,0.010675969999999913,3.3821286254551106,-54.42827125873961,2,60,0,0.4461305645914301,True,0.20309999999999961,0.07799999999999585
ATF-1800-2025,French Southern Territories,dependency,Antarctica,0.9661100799999955,68.62670009338171,-48.97750783622903,258,6414,0,0.008264900587842256,True,37.2751,38.5051
BHR-1800-2025,Bahrain,sovereign,Asia,0.05670078625212203,50.55980209956966,26.020587932611857,3,87,0,0.26618432794982333,True,0.3424050003189123,0.7134730006644503
BTN-1800-2025,Bhutan,sovereign,Asia,3.6358915351903853,90.42938005275289,27.415383450288306,1,188,0,0.5398833085609699,True,3.361695503130761,1.6213910015100197
IRN-1800-2025,Iran,sovereign,Asia,155.99548805748864,54.299926037184754,32.57121406878966,1,1197,0,0.351304435843727,True,19.29460501796956,14.703181013693364
JPN-1800-2025,Japan,sovereign,Asia,37.91594456163239,137.99321294765116,37.56394114082107,30,2464,0,0.0344640551419181,True,22.133546020613494,21.233741019775422
KWT-1800-2025,Kuwait,sovereign,Asia,1.5563278038346282,47.59050347290719,29.340277375959214,2,136,0,0.34446685846631314,True,1.8733486437354188,1.5461249745701622
MDV-1800-2025,Maldives,sovereign,Asia,0.0027384168796017886,73.25224822847548,3.2162867852819668,19,105,0,0.02701500224191997,True,0.7738810007207348,7.669437007142719
MMR-1800-2025,Myanmar,sovereign,Asia,58.110449791343754,96.50697494073101,21.155352573672616,16,1369,0,0.09631628281011571,True,8.964436008348741,18.706945017422214
NPL-1800-2025,Nepal,sovereign,Asia,13.534121448839965,83.93847908338175,28.25307817559355,1,364,0,0.30717636500042816,True,8.142354007583037,4.056354003777855
OMN-1800-2025,Oman,sovereign,Asia,26.759032312434925,56.109656504954124,20.602307514597737,3,517,0,0.3225042909777605,True,7.847791288467874,9.725925212643602
PHL-1800-2025,Philippines,sovereign,Asia,24.270156067567648,122.87873020108862,11.742026609167727,45,2551,0,0.01810429234336752,True,9.645818008983383,14.341945013356977
QAT-1800-2025,Qatar,sovereign,Asia,0.9941918409971281,51.19138297162878,25.31519589109906,1,151,0,0.5474219286661367,True,0.8638910008045002,1.596455001486774
