polity_code,polity_name,start_year,end_year,polity_type,iso3_code,cow_code,continent,wiki_status,last_ingest,polygon_source,polygon_feature_id,polygon_feature_year,polygon_status,polygon_area_km2,predecessor,successor
GNB-1879-1886,Guinea-Bissau,1879,1886,national,GNB,NA,Africa,draft,2026-04-13,cshapes-2.0,404,1886,assigned,,,GNB-1886-1974
GNB-1886-1974,Guinea-Bissau (1886-1974),1886,1974,national,GNB,404,Africa,draft,2026-04-13,cshapes-2.0,404,1886,assigned,,GNB-1879-1886,GNB-1974-2025
GNB-1974-2025,Guinea-Bissau (1974-2025),1974,2025,national,GNB,404,Africa,draft,2026-04-13,cshapes-2.0,404,1974,assigned,,GNB-1886-1974,
GNQ-1886-1968,Equatorial Guinea (1886-1968),1886,1968,national,GNQ,411,Africa,draft,2026-04-13,cshapes-2.0,411,1900,assigned,,,GNQ-1968-2025
GNQ-1968-2025,Equatorial Guinea,1968,2025,national,GNQ,NA,Africa,draft,2026-04-12,cshapes-2.0,411,1900,assigned,,GNQ-1886-1968,
GOB-1800-1808,Kingdom of Gobir,1800,1808,national,NA,NA,Africa,draft,2026-04-15,paine-2024,Gobir,,assigned,,,SOK-1804-1903
GRC-1830-1913,Greece (to 1913),1830,1913,national,GRC,350,Europe,draft,2026-04-12,cshapes-europe,350,1835,assigned,,,GRC-1913-1919
GRC-1913-1919,Greece (1913-1919),1913,1919,national,GRC,350,Europe,draft,2026-04-12,cshapes-2.0,350,1913,assigned,,GRC-1830-1913,GRC-1919-2025
GRC-1919-2025,Greece,1919,2025,national,GRC,350,Europe,draft,2026-04-12,cshapes-2.0,350,1919,assigned,,GRC-1913-1919,
GRD-1800-2025,Grenada,1800,2025,national,GRD,55,North America,draft,2026-06-09,gadm-4.1-adm0,GRD,,proxy,,,
GRL-1800-2025,Greenland,1800,2025,national,GRL,NA,North America,draft,2026-04-13,gadm-4.1-adm0,GRL,,assigned,,,DNK-1800-1864; DNK-1864-1920; DNK-1920-2025; ISL-1800-2025
GTM-1821-2025,Guatemala,1821,2025,national,GTM,90,North America,draft,2026-04-12,cshapes-2.0,90,1886,assigned,,,
GUY-1800-2025,Guyana,1800,2025,national,GUY,110,South America,draft,2026-04-13,cshapes-2.0,110,1886,assigned,,,
HATAY-1938-1939,Sanjak of Alexandretta / Hatay State,1938,1939,colonial,TUR,,Asia,draft,2026-06-25,,,,unassigned,,SYR-1922-1945,TUR-1920-2025
HAWI-1898-1959,Territory of Hawaii,1898,1959,national,USA,4,Oceania,draft,2026-06-24,cshapes-2.0,4,1898,assigned,16686,,USA-1959-2025
HKG-1842-2025,Hong Kong,1842,2025,national,HKG,NA,Asia,draft,2026-04-17,gadm-4.1-adm1,CHN.HKG,,assigned,,CHN-1800-1895,
HND-1800-2025,Honduras,1800,2025,national,HND,91,North America,draft,2026-04-12,cshapes-2.0,91,1886,assigned,,,
HRV-1992-2025,Croatia,1992,2025,national,HRV,344,Europe,reviewed,2026-04-12,cshapes-2.0,344,1992,assigned,,F248-1991-1992,
HTI-1800-2025,Haiti,1800,2025,national,HTI,41,North America,draft,2026-04-12,cshapes-2.0,41,1934,assigned,,,
HUN-1800-1918,Kingdom of Hungary (Transleithania),1800,1918,national,HUN,310,Europe,draft,2026-04-17,histogis-1860-habsburg,HUN-1800-1918,,assigned,325421,,HUN-1918-1919
HUN-1918-1919,Hungary (1918-1919),1918,1919,national,HUN,310,Europe,draft,2026-04-12,cshapes-2.0,310,1918,assigned,,AUH-1908-1918,HUN-1919-1920
HUN-1919-1920,Hungary (1919-1920),1919,1920,national,HUN,310,Europe,draft,2026-04-12,cshapes-2.0,310,1919,assigned,,HUN-1918-1919,HUN-1920-1938
HUN-1920-1938,Hungary (1920-1938),1920,1938,national,HUN,310,Europe,draft,2026-04-12,cshapes-2.0,310,1920,assigned,,HUN-1919-1920,HUN-1938-1947
HUN-1938-1947,Hungary (1938-1947),1938,1947,national,HUN,310,Europe,draft,2026-04-12,cshapes-2.0,310,1938,assigned,,HUN-1920-1938,HUN-1947-2025
HUN-1947-2025,Hungary (1947-2025),1947,2025,national,HUN,310,Europe,reviewed,2026-04-12,cshapes-2.0,310,1947,assigned,,HUN-1938-1947,
HYD-1724-1948,Hyderabad State,1724,1948,colonial,IND,750,Asia,draft,2026-06-25,cliopatria,Hyderabad State,1947,assigned,211298,,IND-1947-1949
IBD-1829-1893,Ibadan City-State,1829,1893,national,NA,NA,Africa,draft,2026-04-15,paine-2024,Ibadan,,assigned,,,SNI-1899-1906
ICN-1800-2025,Canary Islands,1800,2025,national,ICN,20,Africa,draft,2026-04-13,gadm-4.1-adm1,ESP.14_1,,assigned,,,
IDN-1800-1889,Indonesia (to 1889),1800,1889,national,IDN,750,Asia,reviewed,2026-04-12,cshapes-2.0,750,1886,assigned,,,IDN-1889-1945
IDN-1889-1945,Indonesia (1889-1945),1889,1945,national,IDN,750,Asia,reviewed,2026-04-13,cshapes-2.0,750,1914,assigned,,IDN-1800-1889,IDN-1945-1949
IDN-1945-1949,Indonesia (1945-1949),1945,1949,national,IDN,850,Asia,reviewed,2026-04-12,cshapes-2.0,850,1945,assigned,,IDN-1889-1945,IDN-1949-1969
IDN-1949-1969,Indonesia (1949-1969),1949,1969,national,IDN,850,Asia,reviewed,2026-04-12,cshapes-2.0,850,1949,assigned,,IDN-1945-1949,IDN-1969-1976
IDN-1969-1976,Indonesia (1969-1976),1969,1976,national,IDN,850,Asia,reviewed,2026-04-12,cshapes-2.0,850,1969,assigned,,IDN-1949-1969,IDN-1976-2002
IDN-1976-2002,Indonesia (1976-2002),1976,2002,national,IDN,850,Asia,reviewed,2026-04-12,cshapes-2.0,850,1976,assigned,,IDN-1969-1976,IDN-2002-2025
IDN-2002-2025,Indonesia,2002,2025,national,IDN,850,Asia,reviewed,2026-04-12,cshapes-2.0,850,2002,assigned,,IDN-1976-2002,
IGL-1800-1901,Igala Kingdom,1800,1901,national,NA,NA,Africa,draft,2026-04-15,paine-2024,Igala,,assigned,,,NNI-1899-1904
IJB-1800-1892,Ijebu Kingdom,1800,1892,national,NA,NA,Africa,draft,2026-04-15,paine-2024,Ijebu,,assigned,,,SNI-1899-1906
IND-1800-1893,India (to 1893),1800,1893,national,IND,750,Asia,reviewed,2026-04-12,cshapes-2.0,750,1886,assigned,,,IND-1893-1914
IND-1893-1914,India (1893-1914),1893,1914,national,IND,750,Asia,reviewed,2026-04-12,cshapes-2.0,750,1899,assigned,,IND-1800-1893,IND-1914-1937
IND-1914-1937,India (1914-1937),1914,1937,national,IND,750,Asia,reviewed,2026-04-12,cshapes-2.0,750,1914,assigned,,IND-1893-1914,IND-1937-1947
IND-1937-1947,India (1937-1947),1937,1947,national,IND,750,Asia,reviewed,2026-04-12,cshapes-2.0,750,1937,assigned,,IND-1914-1937,IND-1947-1949
IND-1947-1949,India (1947-1949),1947,1949,national,IND,750,Asia,reviewed,2026-04-12,cshapes-2.0,750,1947,assigned,,IND-1937-1947,IND-1949-2025
IND-1949-2025,India,1949,2025,national,IND,750,Asia,draft,2026-04-12,cshapes-2.0,750,1949,assigned,,IND-1947-1949,
IRL-1800-1921,Ireland (within United Kingdom),1800,1921,national,IRL,205,Europe,draft,2026-04-16,cshapes-2.0,205,1921,assigned,,,IRL-1921-2025
IRL-1921-2025,Ireland,1921,2025,national,IRL,205,Europe,draft,2026-04-13,cshapes-2.0,205,1921,assigned,,GBR-1800-1921,
IRN-1800-1828,Persia (Qajar to 1828),1800,1828,national,IRN,630,Asia,draft,2026-04-12,cliopatria,United States of America,1815,assigned,,,IRN-1828-2025
IRN-1828-2025,Iran,1828,2025,national,IRN,630,Asia,draft,2026-04-12,cshapes-2.0,630,1886,assigned,,IRN-1800-1828,
IRQ-1921-2025,Iraq,1921,2025,national,IRQ,645,Asia,draft,2026-04-12,cshapes-2.0,645,1932,assigned,,,
ISL-1800-2025,Iceland,1800,2025,national,ISL,395,Europe,draft,2026-04-13,cshapes-2.0,395,1944,assigned,,,DNK-1800-1864; DNK-1864-1920; DNK-1920-2025; GRL-1800-2025
ISR-1948-1967,Israel (1948-1967),1948,1967,national,ISR,666,Asia,draft,2026-04-13,cshapes-2.0,666,1948,assigned,,PAL-1920-1948,ISR-1967-1979
ISR-1967-1979,Israel (1967-1979),1967,1979,national,ISR,666,Asia,draft,2026-04-12,cshapes-2.0,666,1967,assigned,,ISR-1948-1967,ISR-1979-2025
ISR-1979-2025,Israel,1979,2025,national,ISR,666,Asia,draft,2026-04-12,cshapes-2.0,666,1979,assigned,,ISR-1967-1979,
ITA-1861-1919,Italy (to 1919),1861,1919,national,ITA,325,Europe,draft,2026-04-12,cshapes-europe,325,1886,assigned,,SAR-1800-1860; PAP-1800-1870,ITA-1919-2025
ITA-1919-2025,Italy,1919,2025,national,ITA,325,Europe,draft,2026-04-12,cshapes-2.0,325,1919,assigned,,ITA-1861-1919,
ITAEG-1912-1947,Italian Islands of the Aegean (Dodecanese),1912,1947,colonial,ITA,325,Europe,draft,2026-06-25,,,,unassigned,,OTT-1908-1912,GRC-1919-2025
ITS-1908-1960,Italian Somaliland (1908-1960),1908,1960,national,ITS,NA,Africa,draft,2026-04-13,cshapes-2.0,5200,1897,assigned,,,SOM-1960-2025
JAM-1800-2025,Jamaica,1800,2025,national,JAM,51,North America,draft,2026-04-13,cshapes-2.0,51,1886,assigned,,,
JOL-1800-1890,Kingdom of Jolof,1800,1890,national,NA,NA,Africa,draft,2026-04-13,paine-2024,Jolof,,assigned,,,SEN-1960-2025
JOR-1918-1920,Jordan (to 1920),1918,1920,national,JOR,663,Asia,draft,2026-04-13,cshapes-2.0,663,1920,assigned,,,JOR-1920-1923
JOR-1920-1923,Jordan (1920-1923),1920,1923,national,JOR,663,Asia,draft,2026-04-13,cshapes-2.0,663,1920,assigned,,JOR-1918-1920,JOR-1923-1946
JOR-1923-1946,Jordan (1923-1946),1923,1946,national,JOR,663,Asia,draft,2026-04-13,cshapes-2.0,663,1925,assigned,,JOR-1920-1923,JOR-1946-2025
JOR-1946-2025,Jordan,1946,2025,national,JOR,663,Asia,draft,2026-04-13,cshapes-2.0,663,1946,assigned,,JOR-1923-1946,
JPN-1800-1895,Japan (to 1895),1800,1895,national,JPN,NA,Asia,draft,2026-04-12,cshapes-2.0,740,1886,assigned,,,JPN-1895-1945
JPN-1895-1945,Japanese Empire,1895,1945,national,JPN,NA,Asia,draft,2026-04-12,constructed,JPN-1895-1945,,assigned,,JPN-1800-1895,JPN-1945-1952
JPN-1945-1952,Japan (occupied),1945,1952,national,JPN,NA,Asia,draft,2026-04-12,cshapes-2.0,740,1886,assigned,377657,JPN-1895-1945,JPN-1952-2025
JPN-1952-2025,Japan,1952,2025,national,JPN,NA,Asia,draft,2026-04-12,cshapes-2.0,740,1886,assigned,,JPN-1945-1952,
KAZ-1991-2025,Kazakhstan,1991,2025,national,KAZ,705,Asia,reviewed,2026-04-12,cshapes-2.0,705,1997,assigned,,F228-1945-1991,
KEN-1888-1891,Kenya (1888-1891),1888,1891,national,KEN,501,Africa,draft,2026-04-15,cshapes-2.0,501,1888,assigned,,,KEN-1891-1894
KEN-1891-1894,Kenya (1891-1894),1891,1894,national,KEN,501,Africa,draft,2026-04-15,cshapes-2.0,501,1891,assigned,,,KEN-1894-1902
KEN-1894-1902,Kenya (1894-1902),1894,1902,national,KEN,501,Africa,draft,2026-04-15,cshapes-2.0,501,1894,assigned,,,KEN-1902-1906
KEN-1902-1906,Kenya (1902-1906),1902,1906,national,KEN,501,Africa,draft,2026-04-15,cshapes-2.0,501,1902,assigned,,,KEN-1907-1924
KEN-1907-1924,Kenya (1907-1924),1907,1924,national,KEN,501,Africa,draft,2026-04-13,cshapes-2.0,501,1907,assigned,,,KEN-1924-1926; KEN-1926-1963
KEN-1924-1926,Kenya (1924-1926),1924,1926,national,KEN,501,Africa,draft,2026-04-13,cshapes-2.0,501,1924,assigned,,KEN-1907-1924,KEN-1926-1963
KEN-1926-1963,Kenya (1926-1963),1926,1963,national,KEN,501,Africa,draft,2026-04-12,cshapes-2.0,501,1926,assigned,,KEN-1907-1924; KEN-1924-1926,KEN-1963-2025
KEN-1963-2025,Kenya,1963,2025,national,KEN,501,Africa,reviewed,2026-04-12,cshapes-2.0,501,1963,assigned,,,
KGZ-1991-2025,Kyrgyzstan,1991,2025,national,KGZ,703,Asia,reviewed,2026-04-12,cshapes-2.0,703,1991,assigned,,F228-1945-1991,
KHM-1800-1904,Cambodia (to 1904),1800,1904,national,KHM,NA,Asia,draft,2026-04-13,cshapes-2.0,811,1893,assigned,,,KHM-1904-1907
KHM-1904-1907,Cambodia (1904-1907),1904,1907,national,KHM,NA,Asia,draft,2026-04-13,cshapes-2.0,811,1904,assigned,,KHM-1800-1904,KHM-1907-1953
KHM-1907-1953,Cambodia (1907-1953),1907,1953,national,KHM,811,Asia,draft,2026-04-12,cshapes-2.0,811,1907,assigned,,KHM-1904-1907,KHM-1953-2025
KHM-1953-2025,Cambodia,1953,2025,national,KHM,811,Asia,draft,2026-04-12,cshapes-2.0,811,1953,assigned,,KHM-1907-1953,
KIR-1800-2025,Kiribati,1800,2025,national,KIR,946,Oceania,draft,2026-04-13,gadm-4.1-adm0,KIR,,assigned,,,
KJM-1947-1972,Jammu and Kashmir (disputed territory),1947,1972,disputed,,7506,Asia,draft,2026-06-25,cshapes-2.0,7506,1948,assigned,105844,,IND-1949-2025; PAK-1949-1971
KNA-1800-2025,Saint Kitts and Nevis,1800,2025,national,KNA,60,North America,draft,2026-04-13,gadm-4.1-adm0,KNA,,assigned,,,
KOR-1800-1945,Korea (to 1945),1800,1945,national,KOR,730,Asia,draft,2026-04-17,constructed,KOR-1800-1945,,assigned,,,KOR-1945-1948
KOR-1945-1948,Korea (occupied),1945,1948,national,KOR,730,Asia,draft,2026-04-16,cshapes-2.0,730,1910,assigned,,KOR-1910-1945,KOR-1948-2025; PRK-1948-2025
KOR-1948-2025,South Korea,1948,2025,national,KOR,732,Asia,draft,2026-04-12,cshapes-2.0,732,1948,assigned,,,
KOS-2008-2025,Kosovo,2008,2025,national,KOS,347,Europe,draft,2026-04-12,cshapes-2.0,347,2008,assigned,,SER-2006-2008,
KSJ-1800-1911,Kingdom of Kasanje,1800,1911,national,NA,NA,Africa,draft,2026-04-13,paine-2024,Kasanje,,assigned,,,AGO-1816-2025
KWT-1800-2025,Kuwait,1800,2025,national,KWT,690,Asia,draft,2026-04-12,cshapes-2.0,690,1961,assigned,,,
KZM-1800-1899,Kingdom of Kazembe,1800,1899,national,NA,NA,Africa,draft,2026-04-13,paine-2024,Kazembe,,assigned,,,ZMB-1964-2025
LAO-1893-1953,Laos (1893-1953),1893,1953,national,LAO,812,Asia,draft,2026-04-13,cshapes-2.0,812,1896,assigned,,,LAO-1954-2025
LAO-1954-2025,Laos,1954,2025,national,LAO,812,Asia,draft,2026-04-12,cshapes-2.0,812,1954,assigned,,LAO-1893-1953,
LBA-1800-1885,Luba Empire,1800,1885,national,NA,NA,Africa,draft,2026-04-15,paine-2024,Luba,,assigned,,,COD-1885-1891; COD-1960-2025
LBN-1920-1944,Lebanon (1920-1944),1920,1944,national,LBN,660,Asia,draft,2026-04-12,cshapes-2.0,660,1920,assigned,,,LBN-1944-2025
LBN-1944-2025,Lebanon,1944,2025,national,LBN,660,Asia,draft,2026-04-12,cshapes-2.0,660,1944,assigned,,LBN-1920-1944,
LBR-1847-2025,Liberia,1847,2025,national,LBR,450,Africa,draft,2026-04-13,cshapes-2.0,450,1892,assigned,,,
LBY-1912-1919,Libya (1912-1919),1912,1919,national,LBY,620,Africa,draft,2026-04-15,cshapes-2.0,620,1912,assigned,,,LBY-1919-1925
LBY-1919-1925,Libya (1919-1925),1919,1925,national,LBY,620,Africa,draft,2026-04-15,cshapes-2.0,620,1919,assigned,,,LBY-1925-1934
LBY-1925-1934,Libya (1925-1934),1925,1934,national,LBY,620,Africa,draft,2026-04-15,cshapes-2.0,620,1925,assigned,,,LBY-1934-1943
LBY-1934-1943,Libya (1934-1943),1934,1943,national,LBY,620,Africa,draft,2026-04-15,cshapes-2.0,620,1934,assigned,,,LBY-1943-1949
LBY-1943-1949,Libya (1943-1949),1943,1949,national,LBY,620,Africa,draft,2026-04-15,cshapes-2.0,620,1943,assigned,,,LBY-1951-2025
LBY-1951-2025,Libya,1951,2025,national,LBY,620,Africa,reviewed,2026-04-12,cshapes-2.0,620,1951,assigned,,,
LCA-1800-1838,Saint Lucia (to 1838),1800,1838,national,NA,NA,North America,draft,2026-04-15,gadm-4.1-adm0,LCA,,assigned,,,LCA-1838-2025
LCA-1838-2025,Saint Lucia,1838,2025,national,LCA,56,North America,draft,2026-04-13,gadm-4.1-adm0,LCA,,assigned,,LCA-1800-1838,
LIE-1800-2025,Liechtenstein,1800,2025,national,LIE,NA,Europe,draft,2026-04-13,cshapes-europe,223,1806,assigned,,,
LKA-1800-2025,Sri Lanka,1800,2025,national,LKA,780,Asia,draft,2026-04-13,cshapes-2.0,780,1948,assigned,,,
LND-1800-1887,Lunda Empire,1800,1887,national,NA,NA,Africa,draft,2026-04-15,paine-2024,Lunda,,assigned,,,COD-1960-2025; COD-1885-1891
LSO-1868-1886,Basutoland,1868,1886,national,LSO,NA,Africa,draft,2026-04-16,cshapes-2.0,570,1886,assigned,,LST-1822-1868,LSO-1886-1966
LSO-1886-1966,Lesotho (1886-1966),1886,1966,national,LSO,570,Africa,draft,2026-04-13,cshapes-2.0,570,1886,assigned,,,LSO-1966-2025
LSO-1966-2025,Lesotho,1966,2025,national,LSO,570,Africa,draft,2026-04-13,cshapes-2.0,570,1966,assigned,,LST-1822-1868; LSO-1886-1966,
LST-1822-1868,Basotho Kingdom,1822,1868,national,NA,NA,Africa,draft,2026-04-13,paine-2024,Lesotho,,assigned,,,LSO-1966-2025
LTU-1800-1918,Lithuania (Russian governorate),1800,1918,national,LTU,368,Europe,draft,2026-04-16,cshapes-2.0,368,1918,assigned,,,LTU-1918-1920
LTU-1918-1940,Lithuania (interwar republic),1918,1940,national,LTU,368,Europe,draft,2026-04-17,cshapes-2.0,368,1922,assigned,55858,LTU-1800-1918,LTU-1940-1991
LTU-1940-1991,Lithuanian SSR,1940,1991,national,LTU,368,Europe,draft,2026-04-16,cshapes-2.0,368,1939,assigned,,LTU-1920-1940,LTU-1991-2025
LTU-1991-2025,Lithuania,1991,2025,national,LTU,368,Europe,reviewed,2026-04-12,cshapes-2.0,368,1991,assigned,,F228-1945-1991,
LUX-1839-2025,Luxembourg,1839,2025,national,LUX,212,Europe,reviewed,2026-04-11,cshapes-2.0,212,1886,assigned,,NLD-1800-1830,
LVA-1800-1918,Latvia (Livonia and Courland),1800,1918,national,LVA,367,Europe,draft,2026-04-16,cshapes-2.0,367,1918,assigned,,,LVA-1918-1940
LVA-1918-1940,Latvia (interwar republic),1918,1940,national,LVA,367,Europe,draft,2026-04-17,cshapes-2.0,367,1918,assigned,65966,LVA-1800-1918,LVA-1940-1991
LVA-1940-1991,Latvian SSR,1940,1991,national,LVA,367,Europe,draft,2026-04-16,cshapes-2.0,367,1918,assigned,,LVA-1918-1940,LVA-1991-2025
LVA-1991-2025,Latvia,1991,2025,national,LVA,367,Europe,reviewed,2026-04-12,cshapes-2.0,367,1991,assigned,,F228-1945-1991,
LZI-1800-1890,Lozi Kingdom (Barotseland),1800,1890,national,NA,NA,Africa,draft,2026-04-13,paine-2024,Lozi,,assigned,,,ZMB-1964-2025
MAC-1800-2025,"China, Macao SAR",1800,2025,national,MAC,NA,Asia,draft,2026-06-09,gadm-4.1-adm1,CHN.MAC,,proxy,,,
MAN-1932-1945,Manchukuo (1932-1945),1932,1945,national,MAN,NA,Asia,draft,2026-04-17,constructed,MAN-1932-1945,,assigned,,CHN-1921-1945,CHN-1945-1947; CHN-1947-1949; CHN-1950-2025
MAR-1911-1958,Morocco (to 1958),1911,1958,national,MAR,600,Africa,draft,2026-04-12,cshapes-2.0,600,1912,assigned,,MOR-1800-1904,MAR-1958-1975
MAR-1958-1975,Morocco (1958-1975),1958,1975,national,MAR,600,Africa,draft,2026-04-12,cshapes-2.0,600,1958,assigned,,MAR-1911-1958,MAR-1975-1979
MAR-1975-1979,Morocco (1975-1979),1975,1979,national,MAR,600,Africa,reviewed,2026-04-12,cshapes-2.0,600,1975,assigned,,MAR-1958-1975,MAR-1979-2025
MAR-1979-2025,Morocco,1979,2025,national,MAR,600,Africa,draft,2026-04-12,cshapes-2.0,600,1979,assigned,,MAR-1975-1979,
MASG-1946-1963,Malaya and Singapore,1946,1963,national,MYS,,Asia,draft,2026-06-25,constructed,MASG-1946-1963,,assigned,132040,,
MCO-1800-2025,Monaco,1800,2025,national,MCO,NA,Europe,reviewed,2026-04-12,cshapes-europe,221,1861,assigned,,,
MDA-1991-2025,Moldova,1991,2025,national,MDA,359,Europe,reviewed,2026-04-12,cshapes-2.0,359,1991,assigned,,F228-1945-1991,
MDG-1882-2025,Madagascar,1882,2025,national,MDG,580,Africa,draft,2026-04-13,cshapes-2.0,580,1960,assigned,,,
MDV-1800-2025,Maldives,1800,2025,national,MDV,781,Asia,draft,2026-04-13,cshapes-2.0,781,1887,assigned,,,
MEX-1800-1848,Mexico (to 1848),1800,1848,national,MEX,NA,North America,draft,2026-04-12,cliopatria,Federated Republic of Mexico,1825,assigned,,,MEX-1848-2025
MEX-1848-2025,Mexico,1848,2025,national,MEX,NA,North America,draft,2026-04-12,cshapes-2.0,70,1886,assigned,,MEX-1800-1848,
MHL-1874-2025,Marshall Islands,1874,2025,national,MHL,983,Oceania,draft,2026-04-13,gadm-4.1-adm0,MHL,,assigned,,,
MKD-1991-2025,North Macedonia,1991,2025,national,MKD,343,Europe,reviewed,2026-04-12,cshapes-2.0,343,1991,assigned,,F248-1920-1991; F248-1991-1992,
MLI-1890-1960,French Sudan (1890-1960),1890,1960,national,MLI,432,Africa,draft,2026-06-24,cshapes-2.0,432,1905,assigned,1736746,,MLI-1960-2025
MLI-1960-2025,Mali,1960,2025,national,MLI,432,Africa,draft,2026-04-12,cshapes-2.0,432,1960,assigned,,,
MLT-1800-2025,Malta,1800,2025,national,MLT,NA,Europe,reviewed,2026-04-12,cshapes-2.0,338,1886,assigned,,,
MMR-1800-1826,Konbaung Burma (to 1826),1800,1826,national,MMR,NA,Asia,draft,2026-04-15,cliopatria,Burma,1822,assigned,,,MMR-1826-1852
MMR-1826-1852,Burma (1826-1852),1826,1852,national,MMR,NA,Asia,draft,2026-04-13,cliopatria,Burma,1842,assigned,,,MMR-1852-1885
MMR-1852-1885,Upper Burma (1852-1885),1852,1885,national,MMR,NA,Asia,draft,2026-04-13,cliopatria,Burma,1859,assigned,,MMR-1826-1852,MMR-1885-2025
MMR-1885-2025,Myanmar,1885,2025,national,MMR,NA,Asia,draft,2026-04-12,cliopatria,Burma,1967,assigned,,MMR-1852-1885,
MNE-1878-1913,Montenegro (to 1913),1878,1913,national,MNE,341,Europe,draft,2026-04-12,cshapes-europe,341,1886,assigned,,,MNE-1913-1915
MNE-1913-1915,Montenegro (1913-1915),1913,1915,national,MNE,341,Europe,draft,2026-04-12,cshapes-2.0,341,1886,assigned,,MNE-1878-1913,F248-1918-1919
MNE-1913-1918,Montenegro (1913-1918),1913,1918,national,MNE,341,Europe,draft,2026-04-15,cshapes-2.0,341,1915,assigned,,MNE-1878-1913,
MNE-2006-2025,Montenegro,2006,2025,national,MNE,341,Europe,draft,2026-04-12,cshapes-2.0,341,2006,assigned,,SCG-1992-2006,
MNG-1911-1921,Bogd Khanate of Mongolia,1911,1921,national,MNG,NA,Asia,draft,2026-04-13,cshapes-2.0,712,1921,assigned,,,MNG-1921-2025
MNG-1921-2025,Mongolia,1921,2025,national,MNG,712,Asia,draft,2026-04-13,cshapes-2.0,712,1921,assigned,,MNG-1911-1921,
MOR-1800-1904,Morocco (to 1904),1800,1904,national,MOR,NA,Africa,draft,2026-04-15,cliopatria,Morocco,1769,assigned,,,MAR-1911-1958
MOR-1904-1956,Morocco (1904-1956) [superseded],1904,1956,national,MOR,NA,Africa,superseded,2026-06-24,cshapes-2.0,600,1902,assigned,,,MAR-1911-1958
MOR-1956-1958,Morocco (1956-1958),1956,1958,national,MOR,NA,Africa,draft,2026-04-15,cshapes-2.0,600,1912,assigned,,,MAR-1979-2025
MOS-1800-1897,Mossi Kingdoms,1800,1897,national,NA,NA,Africa,draft,2026-04-13,paine-2024,Mossi,,assigned,,,BFA-1960-2025; BFA-1947-1960
MOZ-1800-1891,Mozambique (to 1891),1800,1891,national,MOZ,541,Africa,draft,2026-04-13,cshapes-2.0,541,1886,assigned,,,MOZ-1891-1975
MOZ-1891-1975,Mozambique (1891-1975),1891,1975,national,MOZ,541,Africa,draft,2026-04-13,cshapes-2.0,541,1891,assigned,,MOZ-1800-1891,MOZ-1975-2025
MOZ-1975-2025,Mozambique (1975-2025),1975,2025,national,MOZ,541,Africa,draft,2026-04-13,cshapes-2.0,541,1975,assigned,,MOZ-1891-1975,
MRT-1920-1960,French Mauritania,1920,1960,national,MRT,435,Africa,draft,2026-06-24,cshapes-2.0,435,1920,assigned,826366,AOF-1895-1960,MRT-1960-1975
MRT-1960-1975,Mauritania (1960-1975),1960,1975,national,MRT,435,Africa,draft,2026-04-13,cshapes-2.0,435,1960,assigned,,,MRT-1975-1979
MRT-1975-1979,Mauritania (1975-1979),1975,1979,national,MRT,435,Africa,draft,2026-04-13,cshapes-2.0,435,1975,assigned,,MRT-1960-1975,MRT-1979-2025
MRT-1979-2025,Mauritania,1979,2025,national,MRT,435,Africa,draft,2026-04-12,cshapes-2.0,435,1979,assigned,,MRT-1975-1979,
MSR-1800-2025,Montserrat,1800,2025,national,MSR,,North America,draft,2026-06-24,gadm-4.1-adm0,MSR,,assigned,100.6,,
MTQ-1816-2025,Martinique,1816,2025,national,MTQ,66,North America,draft,2026-06-24,cshapes-2.0,66,1886,assigned,1234,,
MUS-1800-2025,Mauritius,1800,2025,national,MUS,590,Africa,draft,2026-04-13,cshapes-2.0,590,1886,assigned,,,
MWI-1891-1953,Nyasaland (1891-1953),1891,1953,national,MWI,553,Africa,draft,2026-06-24,cshapes-2.0,553,1891,assigned,118483,,MWI-1953-1964
MWI-1953-1964,Nyasaland within Federation of Rhodesia and Nyasaland,1953,1964,national,MWI,553,Africa,draft,2026-06-26,cshapes-2.0,553,1891,assigned,118483,MWI-1891-1953,MWI-1964-2025
MWI-1964-2025,Malawi,1964,2025,national,MWI,553,Africa,draft,2026-04-12,cshapes-2.0,553,1964,assigned,,,
MYS-1946-1957,Malayan Union / Federation of Malaya (1946-1957),1946,1957,national,MYS,NA,Asia,draft,2026-04-15,cshapes-2.0,820,1946,assigned,,,MYS-1957-1963
MYS-1957-1963,Malaysia (1957-1963),1957,1963,national,MYS,820,Asia,draft,2026-04-13,cshapes-2.0,820,1957,assigned,,,MYS-1963-1965
MYS-1963-1965,Malaysia (1963-1965),1963,1965,national,MYS,820,Asia,draft,2026-04-13,cshapes-2.0,820,1963,assigned,,MYS-1957-1963,MYS-1965-2025
MYS-1965-2025,Malaysia,1965,2025,national,MYS,820,Asia,draft,2026-04-12,cshapes-2.0,820,1965,assigned,,MYS-1963-1965,
NAM-1884-1886,Namibia,1884,1886,national,NAM,565,Africa,draft,2026-04-13,cshapes-2.0,565,1920,assigned,,,NAM-1886-1915
NAM-1886-1915,Namibia (1886-1915),1886,1915,national,NAM,565,Africa,draft,2026-04-13,cshapes-2.0,565,1886,assigned,,NAM-1884-1886,NAM-1915-1920
NAM-1915-1920,Namibia (1915-1920),1915,1920,national,NAM,565,Africa,draft,2026-04-13,cshapes-2.0,565,1915,assigned,,NAM-1886-1915,NAM-1920-1990
