reporter_code,reporter,partner_code,partner,item_code,item,year,exp_t,imp_t,ratio,prod_t,reporter_imports_t,avail_t,exp_over_avail,imp_over_avail,impossible_side,plausible_side,whep_keeps_plausible
233,Burkina Faso,107,Côte d'Ivoire,463,"Other vegetables, fresh n.e.c.",2013,2700.0,2.0,1350.0,632000.0,52.0,632052.0,0.004,0.0,none,undetermined,unknown
108,Kazakhstan,59,Egypt,187,"Peas, dry",2019,8544.2,6.33,1349.795,108129.65,3697.87,111827.51999999999,0.076,0.0,none,undetermined,unknown
67,Finland,210,Sweden,271,"Rapeseed or canola oil, crude",2018,5.43,7319.99,1348.064,56200.0,16449.12,72649.12,0.0,0.101,none,undetermined,unknown
231,United States of America,165,Pakistan,1058,"Meat of chickens, fresh or chilled",2019,20681.95,15.35,1347.358,20197090.45,60508.119999999995,20257598.57,0.001,0.0,none,undetermined,unknown
126,Lithuania,185,Russian Federation,515,Apples,2013,40410.0,30.0,1347.0,62586.0,61040.0,123626.0,0.327,0.0,none,undetermined,unknown
231,United States of America,73,Georgia,15,Wheat,2002,35000.0,26.0,1346.154,43703968.0,1915657.0,45619625.0,0.001,0.0,none,undetermined,unknown
210,Sweden,229,United Kingdom of Great Britain and Northern Ireland,898,Skim milk and whey powder,2010,1344.0,1.0,1344.0,25860.0,4731.0,30591.0,0.044,0.0,none,undetermined,unknown
216,Thailand,131,Malaysia,257,Palm oil,2017,8827.91,6.57,1343.67,2602000.0,15525.99,2617525.99,0.003,0.0,none,undetermined,unknown
165,Pakistan,223,Türkiye,571,"Mangoes, guavas and mangosteens",2011,5374.0,4.0,1343.5,2435061.0,1.0,2435062.0,0.002,0.0,none,undetermined,unknown
231,United States of America,150,Netherlands (Kingdom of the),237,Soya bean oil,1997,2686.0,2.0,1343.0,7145000.0,27801.0,7172801.0,0.0,0.0,none,undetermined,unknown
150,Netherlands (Kingdom of the),104,Ireland,15,Wheat,1996,18791.0,14.0,1342.214,1268900.0,2848548.0,4117448.0,0.005,0.0,none,undetermined,unknown
231,United States of America,229,United Kingdom of Great Britain and Northern Ireland,403,"Onions and shallots, dry (excluding dehydrated)",2018,5060.09,3.77,1342.199,3284420.0,568120.9500000001,3852540.95,0.001,0.0,none,undetermined,unknown
185,Russian Federation,141,Mongolia,333,Linseed,2017,13823.67,10.3,1342.104,611283.0,16048.999999999998,627332.0,0.022,0.0,none,undetermined,unknown
156,New Zealand,10,Australia,426,Carrots and turnips,2004,1.0,1342.0,1342.0,65000.0,0.0,65000.0,0.0,0.021,none,undetermined,unknown
58,Ecuador,33,Canada,486,Bananas,2003,78.0,104645.0,1341.603,6453806.0,0.0,6453806.0,0.0,0.016,none,undetermined,unknown
27,Bulgaria,57,Belarus,394,"Pumpkins, squash and gourds",2014,1.7,2280.69,1341.582,17363.0,3545.8,20908.8,0.0,0.109,none,undetermined,unknown
150,Netherlands (Kingdom of the),203,Spain,270,Rape or colza seed,2021,11.44,15342.83,1341.156,4390.0,1455839.1099999999,1460229.1099999999,0.0,0.011,none,undetermined,unknown
10,Australia,156,New Zealand,463,"Other vegetables, fresh n.e.c.",2003,1341.0,1.0,1341.0,102709.99,818.0,103527.99,0.013,0.0,none,undetermined,unknown
156,New Zealand,131,Malaysia,463,"Other vegetables, fresh n.e.c.",1999,2682.0,2.0,1341.0,110000.0,1894.0,111894.0,0.024,0.0,none,undetermined,unknown
223,Türkiye,97,Hungary,531,Cherries,2018,1.61,2158.24,1340.522,639564.0,0.43,639564.43,0.0,0.003,none,undetermined,unknown
68,France,53,Benin,867,"Meat of cattle with the bone, fresh or chilled",1992,2.0,2680.0,1340.0,1876800.0,345366.0,2222166.0,0.0,0.001,none,undetermined,unknown
106,Italy,98,Croatia,1058,"Meat of chickens, fresh or chilled",1995,1340.0,1.0,1340.0,799900.0,14690.0,814590.0,0.002,0.0,none,undetermined,unknown
96,"China, Hong Kong SAR",41,"China, mainland",868,"Edible offal of cattle, fresh, chilled or frozen",1994,4019.0,3.0,1339.667,5666.36,24353.0,30019.36,0.134,0.0,none,undetermined,unknown
79,Germany,68,France,334,Oil of linseed,2000,2.0,2676.0,1338.0,70600.0,20329.0,90929.0,0.0,0.029,none,undetermined,unknown
100,India,11,Austria,656,"Coffee, green",2005,1.0,1338.0,1338.0,275500.0,38171.0,313671.0,0.0,0.004,none,undetermined,unknown
79,Germany,183,Romania,592,Kiwi fruit,2018,1.35,1805.79,1337.622,0.0,93989.95000000001,93989.95000000001,0.0,0.019,none,undetermined,unknown
100,India,231,United States of America,201,"Lentils, dry",2010,1.0,1337.0,1337.0,1031600.0,150033.0,1181633.0,0.0,0.001,none,undetermined,unknown
96,"China, Hong Kong SAR",41,"China, mainland",252,Coconut oil,1996,4007.0,3.0,1335.667,569.16,3982.0,4551.16,0.88,0.001,none,undetermined,unknown
231,United States of America,33,Canada,486,Bananas,1990,336533.0,252.0,1335.448,5126.0,3099002.0,3104128.0,0.108,0.0,none,undetermined,unknown
79,Germany,97,Hungary,165,Molasses,2013,1335.0,1.0,1335.0,655000.0,124275.0,779275.0,0.002,0.0,none,undetermined,unknown
150,Netherlands (Kingdom of the),211,Switzerland,568,Cantaloupes and other melons,2016,1641.92,1.23,1334.894,2156.07,198311.42,200467.49000000002,0.008,0.0,none,undetermined,unknown
117,Republic of Korea,128,"China, Macao SAR",51,"Beer of barley, malted",2017,1.19,1588.31,1334.714,2000000.0,331211.4,2331211.4,0.0,0.001,none,undetermined,unknown
185,Russian Federation,230,Ukraine,1058,"Meat of chickens, fresh or chilled",2020,29600.74,22.18,1334.569,4576733.0,217053.02,4793786.02,0.006,0.0,none,undetermined,unknown
109,Jamaica,231,United States of America,137,Yams,2005,4.0,5338.0,1334.5,107295.0,0.0,107295.0,0.0,0.05,none,undetermined,unknown
173,Poland,185,Russian Federation,619,"Other fruits, n.e.c.",2011,1334.0,1.0,1334.0,59885.89,11684.0,71569.89,0.019,0.0,none,undetermined,unknown
79,Germany,7,Angola,15,Wheat,2020,12000.0,9.0,1333.333,22172100.0,3999368.0,26171468.0,0.0,0.0,none,undetermined,unknown
231,United States of America,236,Venezuela (Bolivarian Republic of),271,"Rapeseed or canola oil, crude",2013,3999.0,3.0,1333.0,706000.0,1271528.0,1977528.0,0.002,0.0,none,undetermined,unknown
150,Netherlands (Kingdom of the),84,Greece,268,"Sunflower-seed oil, crude",1998,3.0,3996.0,1332.0,222600.0,119269.0,341869.0,0.0,0.012,none,undetermined,unknown
97,Hungary,106,Italy,176,"Beans, dry",1987,14648.0,11.0,1331.636,13074.0,451.0,13525.0,1.083,0.001,none,undetermined,unknown
231,United States of America,41,"China, mainland",1062,"Hen eggs in shell, fresh",1993,1.0,1331.0,1331.0,4260000.0,2492.0,4262492.0,0.0,0.0,none,undetermined,unknown
32,Cameroon,211,Switzerland,767,"Cotton lint, ginned",1989,1.0,1330.0,1330.0,42912.0,47.0,42959.0,0.0,0.031,none,undetermined,unknown
41,"China, mainland",110,Japan,211,Other pulses n.e.c.,1998,5320.0,4.0,1330.0,120500.0,7610.0,128110.0,0.042,0.0,none,undetermined,unknown
131,Malaysia,216,Thailand,689,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2012,5320.0,4.0,1330.0,2200.0,56315.0,58515.0,0.091,0.0,none,undetermined,unknown
200,Singapore,131,Malaysia,358,Cabbages,2012,1330.0,1.0,1330.0,631.74,58680.0,59311.74,0.022,0.0,none,undetermined,unknown
21,Brazil,9,Argentina,258,Oil of palm kernel,2017,2154.56,1.62,1329.975,59710.02,204310.38,264020.4,0.008,0.0,none,undetermined,unknown
67,Finland,210,Sweden,271,"Rapeseed or canola oil, crude",2016,11.85,15755.11,1329.545,60100.0,8897.07,68997.07,0.0,0.228,none,undetermined,unknown
79,Germany,229,United Kingdom of Great Britain and Northern Ireland,258,Oil of palm kernel,2011,3.0,3988.0,1329.333,0.0,363984.0,363984.0,0.0,0.011,none,undetermined,unknown
131,Malaysia,26,Brunei Darussalam,358,Cabbages,2014,1.1,1462.11,1329.191,301518.0,108393.16,409911.16000000003,0.0,0.004,none,undetermined,unknown
101,Indonesia,41,"China, mainland",486,Bananas,2014,13.28,17648.13,1328.925,6862568.0,542.11,6863110.11,0.0,0.003,none,undetermined,unknown
79,Germany,98,Croatia,162,Raw cane or beet sugar (centrifugal only),1992,3.0,3984.0,1328.0,4401263.0,6047.0,4407310.0,0.0,0.001,none,undetermined,unknown
138,Mexico,231,United States of America,149,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2002,26541.0,20.0,1327.05,112698.0,32.0,112730.0,0.235,0.0,none,undetermined,unknown
101,Indonesia,33,Canada,252,Coconut oil,2005,1.0,1327.0,1327.0,767600.0,6949.0,774549.0,0.0,0.002,none,undetermined,unknown
202,South Africa,211,Switzerland,515,Apples,1994,4.0,5298.0,1324.5,550901.0,11.0,550912.0,0.0,0.01,none,undetermined,unknown
100,India,200,Singapore,15,Wheat,1996,25150.0,19.0,1323.684,62097400.0,612676.0,62710076.0,0.0,0.0,none,undetermined,unknown
10,Australia,110,Japan,889,"Whole milk, condensed",1997,5294.0,4.0,1323.5,9000.0,0.0,9000.0,0.588,0.0,none,undetermined,unknown
203,Spain,117,Republic of Korea,1035,"Meat of pig with the bone, fresh or chilled",2019,41329.46,31.23,1323.39,4641160.0,66966.06,4708126.06,0.009,0.0,none,undetermined,unknown
130,Malawi,33,Canada,187,"Peas, dry",2008,29100.0,22.0,1322.727,20000.0,50.0,20050.0,1.451,0.001,none,undetermined,unknown
229,United Kingdom of Great Britain and Northern Ireland,68,France,270,Rape or colza seed,2003,71389.0,54.0,1322.019,1770754.0,135855.0,1906609.0,0.037,0.0,none,undetermined,unknown
58,Ecuador,194,Saudi Arabia,486,Bananas,2021,190323.98,143.98,1321.878,6717424.0,22.53,6717446.53,0.028,0.0,none,undetermined,unknown
54,Denmark,79,Germany,1043,"Pig fat, rendered",2020,2.27,3000.51,1321.811,55702.82,11192.09,66894.91,0.0,0.045,none,undetermined,unknown
231,United States of America,237,Viet Nam,221,"Almonds, in shell",2017,20617.36,15.6,1321.626,1716850.0,1185.35,1718035.35,0.012,0.0,none,undetermined,unknown
231,United States of America,221,Oman,56,Maize (corn),1993,15.0,19823.0,1321.533,160985760.0,352056.0,161337816.0,0.0,0.0,none,undetermined,unknown
54,Denmark,118,Kuwait,898,Skim milk and whey powder,1997,2.0,2643.0,1321.5,22900.0,7729.0,30629.0,0.0,0.086,none,undetermined,unknown
63,Estonia,119,Latvia,270,Rape or colza seed,2009,1.0,1321.0,1321.0,135992.0,986.0,136978.0,0.0,0.01,none,undetermined,unknown
231,United States of America,229,United Kingdom of Great Britain and Northern Ireland,497,Lemons and limes,2007,1321.0,1.0,1321.0,723934.0,431339.0,1155273.0,0.001,0.0,none,undetermined,unknown
101,Indonesia,200,Singapore,257,Palm oil,2008,600875.0,455.0,1320.604,17539788.0,8823.0,17548611.0,0.034,0.0,none,undetermined,unknown
9,Argentina,255,Belgium,162,Raw cane or beet sugar (centrifugal only),2017,2640.0,2.0,1320.0,2142888.0,304.03,2143192.03,0.001,0.0,none,undetermined,unknown
9,Argentina,194,Saudi Arabia,56,Maize (corn),1989,12.0,15833.0,1319.417,4900000.0,0.0,4900000.0,0.0,0.003,none,undetermined,unknown
229,United Kingdom of Great Britain and Northern Ireland,105,Israel,165,Molasses,2000,6.0,7911.0,1318.5,335000.0,663564.0,998564.0,0.0,0.008,none,undetermined,unknown
114,Kenya,100,India,211,Other pulses n.e.c.,2016,31638.0,24.0,1318.25,103532.71,3802.76,107335.47,0.295,0.0,none,undetermined,unknown
68,France,165,Pakistan,897,Whole milk powder,2012,1.0,1318.0,1318.0,92110.0,22063.0,114173.0,0.0,0.012,none,undetermined,unknown
150,Netherlands (Kingdom of the),110,Japan,271,"Rapeseed or canola oil, crude",2010,1318.0,1.0,1318.0,521700.0,325560.0,847260.0,0.002,0.0,none,undetermined,unknown
101,Indonesia,214,"China, Taiwan Province of",176,"Beans, dry",1994,1.0,1317.0,1317.0,849879.0,133612.0,983491.0,0.0,0.001,none,undetermined,unknown
150,Netherlands (Kingdom of the),203,Spain,889,"Whole milk, condensed",2011,3951.0,3.0,1317.0,354420.0,19432.0,373852.0,0.011,0.0,none,undetermined,unknown
216,Thailand,200,Singapore,401,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2011,1.0,1316.0,1316.0,17794.2,1293.0,19087.2,0.0,0.069,none,undetermined,unknown
54,Denmark,229,United Kingdom of Great Britain and Northern Ireland,1062,"Hen eggs in shell, fresh",2014,1.6,2104.1,1315.062,82056.0,9942.3,91998.3,0.0,0.023,none,undetermined,unknown
150,Netherlands (Kingdom of the),185,Russian Federation,568,Cantaloupes and other melons,2009,1315.0,1.0,1315.0,2286.15,150599.0,152885.15,0.009,0.0,none,undetermined,unknown
156,New Zealand,27,Bulgaria,977,"Meat of sheep, fresh or chilled",1988,1.0,1315.0,1315.0,615062.0,50.0,615112.0,0.0,0.002,none,undetermined,unknown
156,New Zealand,211,Switzerland,619,"Other fruits, n.e.c.",1987,2.0,2628.0,1314.0,16000.0,2313.0,18313.0,0.0,0.144,none,undetermined,unknown
100,India,255,Belgium,165,Molasses,2010,8.0,10508.0,1313.5,8400000.0,7235.0,8407235.0,0.0,0.001,none,undetermined,unknown
15,Belgium-Luxembourg,231,United States of America,44,Barley,1986,43313.0,33.0,1312.515,857629.0,826709.0,1684338.0,0.026,0.0,none,undetermined,unknown
231,United States of America,138,Mexico,292,Mustard seed,1999,1312.0,1.0,1312.0,21800.0,47310.0,69110.0,0.019,0.0,none,undetermined,unknown
41,"China, mainland",33,Canada,568,Cantaloupes and other melons,2004,1.0,1310.0,1310.0,8064200.0,0.0,8064200.0,0.0,0.0,none,undetermined,unknown
68,France,211,Switzerland,399,Eggplants (aubergines),2015,1715.9,1.31,1309.847,31304.0,48651.7,79955.7,0.021,0.0,none,undetermined,unknown
56,Dominican Republic,33,Canada,249,"Coconuts, in shell",2020,1.3,1702.14,1309.338,423886.95,54.86,423941.81,0.0,0.004,none,undetermined,unknown
131,Malaysia,100,India,252,Coconut oil,2012,1309.0,1.0,1309.0,45400.0,187473.0,232873.0,0.006,0.0,none,undetermined,unknown
203,Spain,203,Spain,867,"Meat of cattle with the bone, fresh or chilled",2007,1309.0,1.0,1309.0,620166.0,26602.0,646768.0,0.002,0.0,none,undetermined,unknown
229,United Kingdom of Great Britain and Northern Ireland,215,United Republic of Tanzania,162,Raw cane or beet sugar (centrifugal only),1998,1.0,1309.0,1309.0,1565000.0,1299660.0,2864660.0,0.0,0.0,none,undetermined,unknown
102,Iran (Islamic Republic of),165,Pakistan,211,Other pulses n.e.c.,2003,16.0,20941.0,1308.812,24120.5,0.0,24120.5,0.001,0.868,none,undetermined,unknown
223,Türkiye,98,Croatia,403,"Onions and shallots, dry (excluding dehydrated)",1999,1308.0,1.0,1308.0,2500000.0,71.0,2500071.0,0.001,0.0,none,undetermined,unknown
106,Italy,143,Morocco,592,Kiwi fruit,2009,1.0,1307.0,1307.0,447608.0,54730.0,502338.0,0.0,0.003,none,undetermined,unknown
150,Netherlands (Kingdom of the),203,Spain,15,Wheat,2021,40.38,52748.95,1306.314,947250.0,4963009.29,5910259.29,0.0,0.009,none,undetermined,unknown
150,Netherlands (Kingdom of the),231,United States of America,1035,"Meat of pig with the bone, fresh or chilled",2020,5458.43,4.18,1305.844,1661650.0,198613.27,1860263.27,0.003,0.0,none,undetermined,unknown
138,Mexico,33,Canada,399,Eggplants (aubergines),2003,4.0,5222.0,1305.5,55049.2,103.0,55152.2,0.0,0.095,none,undetermined,unknown
216,Thailand,96,"China, Hong Kong SAR",894,"Whole milk, evaporated",2018,4.59,5990.95,1305.218,27681.85,2142.83,29824.68,0.0,0.201,none,undetermined,unknown
10,Australia,132,Maldives,889,"Whole milk, condensed",2019,1.3,1696.31,1304.854,21056.08,3043.11,24099.190000000002,0.0,0.07,none,undetermined,unknown
167,Czechia,183,Romania,162,Raw cane or beet sugar (centrifugal only),2010,2.0,2608.0,1304.0,499000.0,18687.0,517687.0,0.0,0.005,none,undetermined,unknown
33,Canada,96,"China, Hong Kong SAR",44,Barley,1998,48244.0,37.0,1303.892,12708700.0,13089.0,12721789.0,0.004,0.0,none,undetermined,unknown
150,Netherlands (Kingdom of the),203,Spain,889,"Whole milk, condensed",2014,4561.5,3.5,1303.286,382190.0,21646.64,403836.64,0.011,0.0,none,undetermined,unknown
41,"China, mainland",131,Malaysia,403,"Onions and shallots, dry (excluding dehydrated)",1990,2.0,2606.0,1303.0,5000000.0,2.0,5000002.0,0.0,0.001,none,undetermined,unknown
185,Russian Federation,75,Gambia,15,Wheat,2018,6513.19,5.0,1302.638,72136149.0,344247.51,72480396.51,0.0,0.0,none,undetermined,unknown
154,North Macedonia,57,Belarus,515,Apples,2015,55.23,71847.55,1300.879,136931.0,876.64,137807.64,0.0,0.521,none,undetermined,unknown
100,India,229,United Kingdom of Great Britain and Northern Ireland,463,"Other vegetables, fresh n.e.c.",2013,13008.0,10.0,1300.8,23946000.0,152.0,23946152.0,0.001,0.0,none,undetermined,unknown
150,Netherlands (Kingdom of the),211,Switzerland,15,Wheat,2006,1300.0,1.0,1300.0,1184400.0,3986530.0,5170930.0,0.0,0.0,none,undetermined,unknown
229,United Kingdom of Great Britain and Northern Ireland,41,"China, mainland",897,Whole milk powder,2017,3066.98,2.36,1299.568,70186.51,23112.45,93298.95999999999,0.033,0.0,none,undetermined,unknown
215,United Republic of Tanzania,100,India,187,"Peas, dry",2014,62376.65,48.0,1299.514,98785.74,2417.77,101203.51000000001,0.616,0.0,none,undetermined,unknown
112,Jordan,179,Qatar,394,"Pumpkins, squash and gourds",2013,2.0,2599.0,1299.5,78653.0,0.0,78653.0,0.0,0.033,none,undetermined,unknown
68,France,106,Italy,270,Rape or colza seed,2004,1299.0,1.0,1299.0,3997878.8,34778.0,4032656.8,0.0,0.0,none,undetermined,unknown
185,Russian Federation,141,Mongolia,162,Raw cane or beet sugar (centrifugal only),2020,14.04,18235.55,1298.828,5794401.0,7772.61,5802173.61,0.0,0.003,none,undetermined,unknown
165,Pakistan,231,United States of America,211,Other pulses n.e.c.,2003,10.0,12981.0,1298.1,142300.0,65712.0,208012.0,0.0,0.062,none,undetermined,unknown
41,"China, mainland",100,India,1182,Natural honey,2003,2596.0,2.0,1298.0,288786.0,602.0,289388.0,0.009,0.0,none,undetermined,unknown
183,Romania,84,Greece,267,Sunflower seed,2008,3894.0,3.0,1298.0,1169936.0,89577.0,1259513.0,0.003,0.0,none,undetermined,unknown
216,Thailand,120,Lao People's Democratic Republic,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2019,1.56,2023.8,1297.308,14759.9,4946.55,19706.45,0.0,0.103,none,undetermined,unknown
41,"China, mainland",128,"China, Macao SAR",393,Cauliflowers and broccoli,2004,6.0,7782.0,1297.0,7250000.0,1.0,7250001.0,0.0,0.001,none,undetermined,unknown
211,Switzerland,203,Spain,898,Skim milk and whey powder,2003,1297.0,1.0,1297.0,28046.0,31.0,28077.0,0.046,0.0,none,undetermined,unknown
214,"China, Taiwan Province of",171,Philippines,165,Molasses,2010,3.0,3890.0,1296.667,30000.0,242714.0,272714.0,0.0,0.014,none,undetermined,unknown
97,Hungary,203,Spain,56,Maize (corn),2001,261831.0,202.0,1296.193,7857710.0,6034.0,7863744.0,0.033,0.0,none,undetermined,unknown
11,Austria,97,Hungary,56,Maize (corn),1986,1296.0,1.0,1296.0,1739740.0,18810.0,1758550.0,0.001,0.0,none,undetermined,unknown
100,India,200,Singapore,162,Raw cane or beet sugar (centrifugal only),2005,1296.0,1.0,1296.0,14170000.0,553698.0,14723698.0,0.0,0.0,none,undetermined,unknown
41,"China, mainland",131,Malaysia,290,Oil of sesame seed,2006,1.0,1295.0,1295.0,212800.0,1218.0,214018.0,0.0,0.006,none,undetermined,unknown
95,Honduras,138,Mexico,257,Palm oil,1995,1.0,1295.0,1295.0,75500.0,6042.0,81542.0,0.0,0.016,none,undetermined,unknown
101,Indonesia,110,Japan,449,Mushrooms and truffles,1994,1294.0,1.0,1294.0,25500.0,80.0,25580.0,0.051,0.0,none,undetermined,unknown
156,New Zealand,229,United Kingdom of Great Britain and Northern Ireland,402,"Onions and shallots, green",2008,43986.0,34.0,1293.706,200000.0,1072.0,201072.0,0.219,0.0,none,undetermined,unknown
138,Mexico,231,United States of America,149,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2005,28449.0,22.0,1293.136,185209.0,69.0,185278.0,0.154,0.0,none,undetermined,unknown
10,Australia,131,Malaysia,236,Soya beans,2015,7.0,9051.87,1293.124,37439.0,1193.8999999999999,38632.9,0.0,0.234,none,undetermined,unknown
59,Egypt,229,United Kingdom of Great Britain and Northern Ireland,414,"Other beans, green",2011,4.0,5171.0,1292.75,305561.0,0.0,305561.0,0.0,0.017,none,undetermined,unknown
181,Zimbabwe,144,Mozambique,826,Unmanufactured tobacco,2015,13178.84,10.2,1292.043,171083.17,1720.45,172803.62000000002,0.076,0.0,none,undetermined,unknown
21,Brazil,185,Russian Federation,867,"Meat of cattle with the bone, fresh or chilled",2011,51.0,65892.0,1292.0,6783537.0,5926.0,6789463.0,0.0,0.01,none,undetermined,unknown
104,Ireland,200,Singapore,897,Whole milk powder,2012,1.0,1292.0,1292.0,25500.0,4400.0,29900.0,0.0,0.043,none,undetermined,unknown
150,Netherlands (Kingdom of the),79,Germany,777,"True hemp, raw or retted",2012,1.0,1292.0,1292.0,10189.0,22.0,10211.0,0.0,0.127,none,undetermined,unknown
231,United States of America,159,Nigeria,56,Maize (corn),2008,3876.0,3.0,1292.0,305911450.0,539642.0,306451092.0,0.0,0.0,none,undetermined,unknown
203,Spain,79,Germany,237,Soya bean oil,2005,5164.0,4.0,1291.0,395800.0,55770.0,451570.0,0.011,0.0,none,undetermined,unknown
216,Thailand,214,"China, Taiwan Province of",211,Other pulses n.e.c.,1991,3.0,3873.0,1291.0,52000.0,55.0,52055.0,0.0,0.074,none,undetermined,unknown
54,Denmark,124,Libya,116,Potatoes,1989,1290.0,1.0,1290.0,1238318.0,27418.0,1265736.0,0.001,0.0,none,undetermined,unknown
84,Greece,154,North Macedonia,619,"Other fruits, n.e.c.",2012,5160.0,4.0,1290.0,13500.0,702.0,14202.0,0.363,0.0,none,undetermined,unknown
231,United States of America,222,Tunisia,56,Maize (corn),2019,20.62,26553.7,1287.764,345962110.0,1050349.26,347012459.26,0.0,0.0,none,undetermined,unknown
79,Germany,183,Romania,495,"Tangerines, mandarins, clementines",2021,4.58,5895.04,1287.127,0.0,402906.57,402906.57,0.0,0.015,none,undetermined,unknown
104,Ireland,15,Belgium-Luxembourg,1058,"Meat of chickens, fresh or chilled",1998,1287.0,1.0,1287.0,78000.0,10962.0,88962.0,0.014,0.0,none,undetermined,unknown
156,New Zealand,150,Netherlands (Kingdom of the),619,"Other fruits, n.e.c.",1987,13.0,16723.0,1286.385,16000.0,2313.0,18313.0,0.001,0.913,none,undetermined,unknown
173,Poland,199,Slovakia,236,Soya beans,2008,5.0,6427.0,1285.4,102.0,7495.0,7597.0,0.001,0.846,none,undetermined,unknown
27,Bulgaria,229,United Kingdom of Great Britain and Northern Ireland,888,Skim milk of cows,2021,1.05,1349.58,1285.314,46486.67,3753.89,50240.56,0.0,0.027,none,undetermined,unknown
54,Denmark,118,Kuwait,898,Skim milk and whey powder,1996,2.0,2568.0,1284.0,27700.0,5131.0,32831.0,0.0,0.078,none,undetermined,unknown
216,Thailand,150,Netherlands (Kingdom of the),165,Molasses,1996,3850.0,3.0,1283.333,2852000.0,18.0,2852018.0,0.001,0.0,none,undetermined,unknown
79,Germany,203,Spain,75,Oats,2004,8.0,10266.0,1283.25,1185792.0,81320.0,1267112.0,0.0,0.008,none,undetermined,unknown
68,France,255,Belgium,459,Chicory roots,2004,1283.0,1.0,1283.0,88323.3,1391.0,89714.3,0.014,0.0,none,undetermined,unknown
68,France,171,Philippines,1035,"Meat of pig with the bone, fresh or chilled",2006,1283.0,1.0,1283.0,2010769.0,106111.0,2116880.0,0.001,0.0,none,undetermined,unknown
101,Indonesia,119,Latvia,257,Palm oil,2021,15394.61,12.0,1282.884,49710345.0,363.41,49710708.41,0.0,0.0,none,undetermined,unknown
255,Belgium,54,Denmark,1035,"Meat of pig with the bone, fresh or chilled",2008,2565.0,2.0,1282.5,1056169.0,20898.0,1077067.0,0.002,0.0,none,undetermined,unknown
79,Germany,229,United Kingdom of Great Britain and Northern Ireland,397,Cucumbers and gherkins,2013,5.0,6412.0,1282.4,223429.0,484643.0,708072.0,0.0,0.009,none,undetermined,unknown
41,"China, mainland",231,United States of America,122,Sweet potatoes,2021,23.58,30231.03,1282.062,51570765.7,28.07,51570793.77,0.0,0.001,none,undetermined,unknown
68,France,79,Germany,103,Mixed grain,2007,3846.0,3.0,1282.0,224842.0,15835.0,240677.0,0.016,0.0,none,undetermined,unknown
231,United States of America,33,Canada,894,"Whole milk, evaporated",1987,5.0,6408.0,1281.6,431214.0,2711.0,433925.0,0.0,0.015,none,undetermined,unknown
59,Egypt,229,United Kingdom of Great Britain and Northern Ireland,165,Molasses,1991,5.0,6406.0,1281.2,436000.0,5.0,436005.0,0.0,0.015,none,undetermined,unknown
229,United Kingdom of Great Britain and Northern Ireland,118,Kuwait,894,"Whole milk, evaporated",1997,6397.0,5.0,1279.4,114000.0,9940.0,123940.0,0.052,0.0,none,undetermined,unknown
41,"China, mainland",110,Japan,1073,"Meat of geese, fresh or chilled",2000,10227.0,8.0,1278.375,1726000.0,13057.0,1739057.0,0.006,0.0,none,undetermined,unknown
100,India,229,United Kingdom of Great Britain and Northern Ireland,813,"Coir, raw",2012,10224.0,8.0,1278.0,528000.0,56.0,528056.0,0.019,0.0,none,undetermined,unknown
106,Italy,185,Russian Federation,358,Cabbages,1999,1.0,1277.0,1277.0,523424.0,7531.0,530955.0,0.0,0.002,none,undetermined,unknown
200,Singapore,44,Colombia,836,Natural rubber in primary forms,1989,1277.0,1.0,1277.0,0.0,102152.0,102152.0,0.013,0.0,none,undetermined,unknown
68,France,210,Sweden,271,"Rapeseed or canola oil, crude",2014,3.5,4467.2,1276.343,2044000.0,143377.41999999998,2187377.42,0.0,0.002,none,undetermined,unknown
101,Indonesia,185,Russian Federation,257,Palm oil,1998,11.0,14013.0,1273.909,5902178.0,17617.0,5919795.0,0.0,0.002,none,undetermined,unknown
150,Netherlands (Kingdom of the),104,Ireland,15,Wheat,2002,3.0,3820.0,1273.333,1056640.0,3779565.0,4836205.0,0.0,0.001,none,undetermined,unknown
54,Denmark,150,Netherlands (Kingdom of the),271,"Rapeseed or canola oil, crude",1990,25437.0,20.0,1271.85,120080.0,704.0,120784.0,0.211,0.0,none,undetermined,unknown
225,United Arab Emirates,13,Bahrain,497,Lemons and limes,2020,2021.52,1.59,1271.396,15136.0,135946.71,151082.71,0.013,0.0,none,undetermined,unknown
97,Hungary,174,Portugal,56,Maize (corn),1998,40.0,50855.0,1271.375,6143000.0,3352.0,6146352.0,0.0,0.008,none,undetermined,unknown
79,Germany,104,Ireland,534,Peaches and nectarines,2009,1.0,1271.0,1271.0,780.0,274864.0,275644.0,0.0,0.005,none,undetermined,unknown
203,Spain,79,Germany,271,"Rapeseed or canola oil, crude",2000,1269.0,1.0,1269.0,22800.0,17909.0,40709.0,0.031,0.0,none,undetermined,unknown
211,Switzerland,68,France,900,"Whey, dry",2009,43145.0,34.0,1268.971,59500.0,5788.0,65288.0,0.661,0.001,none,undetermined,unknown
100,India,149,Nepal,897,Whole milk powder,1999,1.0,1268.0,1268.0,403.0,383.0,786.0,0.001,1.613,none,undetermined,unknown
