polity_code,start_year,end_year,cow_code,polity_type,our_source,our_km2,border_verdict,n_reference_borders,reference_covers,reference_bookkeeping_steps,reference_km2_at_start,reference_km2_at_end,max_step_ratio,change_years,reference_iou,source_gap_pct
THA-1904-1907,1904,1907,800,national,cshapes-2.0,585491,stable_confirmed,1,1904-1906,0,585590,585590,,,0.998,-0.02
THA-1907-1909,1907,1909,800,national,cshapes-2.0,552707,stable_confirmed,1,1907-1908,0,552812,552812,,,0.997,-0.02
THA-1909-2025,1909,2025,800,national,cshapes-2.0,512149,stable_where_covered,1,1909-2019,0,512205,512205,,,0.998,-0.01
TJK-1991-2025,1991,2025,702,national,cshapes-2.0,142363,stable_where_covered,1,1991-2019,0,142405,142405,,,0.996,-0.03
TKL-1800-2025,1800,2025,,territory,gadm-4.1-adm0,16,no_reference,0,,0,,,,,,
TKM-1991-2025,1991,2025,701,national,cshapes-2.0,471617,stable_where_covered,1,1991-2019,0,471678,471678,,,0.998,-0.01
TLS-1800-2025,1800,2025,860,national,cshapes-2.0,14978,stable_where_covered,1,1886-2019,1,15024,15024,,,0.986,-0.31
TNGU-1920-1949,1920,1949,912,colonial,cshapes-2.0,237462,stable_confirmed,1,1920-1948,0,237536,237536,,,0.995,-0.03
TNGU-1949-1975,1949,1975,,subnational,cshapes-2.0,237462,no_reference,0,,0,,,,,,
TON-1800-2025,1800,2025,955,national,gadm-4.1-adm0,757,no_reference,0,,0,,,,,,
TPAP-1906-1949,1906,1949,911,colonial,cshapes-2.0,224156,stable_confirmed,1,1906-1948,1,224148,224148,,,0.996,0.0
TPAP-1949-1975,1949,1975,,subnational,cshapes-2.0,224156,no_reference,0,,0,,,,,,
TRP-1943-1951,1943,1951,620,national,constructed,314551,reference_mismatch,1,1943-1950,1,1617564,1617564,,,0.194,-80.55
TRS-1947-1954,1947,1954,,national,constructed,,no_reference,0,,0,,,,,,
TTO-1800-2025,1800,2025,52,national,cshapes-2.0,4953,stable_where_covered,1,1886-2019,1,4996,4996,,,0.976,-0.87
TTPI-1947-1994,1947,1994,,colonial,constructed,2026,no_reference,0,,0,,,,,,
TUN-1800-1881,1800,1881,616,national,cshapes-2.0,155471,no_reference,0,,0,,,,,,
TUN-1881-2025,1881,2025,616,national,cshapes-2.0,155471,stable_where_covered,1,1886-2019,1,155359,155359,,,0.997,0.07
TUR-1800-1913,1800,1913,640,national,cshapes-2.0,780180,reference_mismatch,1,1886-1912,0,2823096,2823096,,,0.264,-72.36
TUR-1913-1914,1913,1914,640,national,constructed,1784775,no_reference,0,,0,,,,,,
TUR-1914-1918,1914,1918,640,national,cshapes-2.0,1705971,stable_confirmed,1,1914-1917,0,1705783,1705783,,,0.998,0.01
TUR-1918-1920,1918,1920,640,national,cshapes-2.0,1657674,stable_confirmed,1,1918-1919,0,1657471,1657471,,,0.998,0.01
TUR-1920-2025,1920,2025,640,national,cshapes-2.0,780180,stable_where_covered,1,1920-2019,1,779964,779964,,,0.998,0.03
TUS-1800-1860,1800,1860,337,national,cliopatria,24632,no_reference,0,,0,,,,,,
TUV-1800-2025,1800,2025,947,national,gadm-4.1-adm0,42,no_reference,0,,0,,,,,,
TWN-1895-1945,1895,1945,,colonial,cshapes-2.0,35994,no_reference,0,,0,,,,,,
TWN-1945-2025,1945,2025,713,national,cshapes-2.0,35994,stable_where_covered,1,1949-2019,0,35990,35990,,,0.995,0.01
TWO-1800-1860,1800,1860,329,national,cliopatria,91427,no_reference,0,,0,,,,,,
TZA-1961-1964,1961,1964,510,national,cshapes-2.0,938880,stable_confirmed,1,1961-1963,0,938770,938770,,,0.999,0.01
TZA-1964-2025,1964,2025,510,national,cshapes-2.0,941466,stable_where_covered,1,1964-2019,0,941361,941361,,,0.999,0.01
UGA-1894-1902,1894,1902,500,national,cshapes-2.0,381305,stable_confirmed,1,1894-1901,0,381359,381359,,,0.999,-0.01
UGA-1902-1910,1902,1910,500,national,cshapes-2.0,268956,stable_confirmed,1,1902-1909,0,268930,268930,,,0.999,0.01
UGA-1910-1926,1910,1926,500,national,cshapes-2.0,282481,stable_confirmed,1,1910-1925,1,282509,282509,,,0.999,-0.01
UGA-1926-1962,1926,1962,500,national,cshapes-2.0,242015,stable_confirmed,1,1926-1961,0,242080,242080,,,0.999,-0.03
UGA-1962-2025,1962,2025,500,national,cshapes-2.0,242015,stable_where_covered,1,1962-2019,0,242080,242080,,,0.999,-0.03
UKR-1991-2014,1991,2014,369,national,cshapes-2.0,597627,stable_confirmed,1,1991-2013,0,597501,597501,,,0.998,0.02
UKR-2014-2025,2014,2025,369,national,cshapes-2.0,571739,stable_where_covered,1,2014-2019,0,571665,571665,,,0.998,0.01
URY-1828-2025,1828,2025,165,national,cshapes-2.0,177866,stable_where_covered,1,1886-2019,0,177857,177857,,,0.998,0.01
USA-1800-1803,1800,1803,2,national,constructed,2322187,no_reference,0,,0,,,,,,
USA-1803-1848,1803,1848,2,national,constructed,4760947,no_reference,0,,0,,,,,,
USA-1848-1867,1848,1867,2,national,cshapes-2.0,7939540,no_reference,0,,0,,,,,,
USA-1867-1959,1867,1959,2,national,cshapes-2.0,9445313,stable_where_covered,1,1886-1958,0,7939971,7939971,,,0.84,18.96
USA-1959-2025,1959,2025,2,national,cshapes-2.0,9461947,stable_where_covered,1,1959-2019,0,9462898,9462898,,,0.999,-0.01
USA-AK-1959-2025,1959,2025,,subnational,gadm-4.1-adm1,1505729,no_reference,0,,0,,,,,,
USA-AL-1819-2025,1819,2025,,subnational,gadm-4.1-adm1,133412,no_reference,0,,0,,,,,,
USA-AR-1836-2025,1836,2025,,subnational,gadm-4.1-adm1,137645,no_reference,0,,0,,,,,,
USA-AZ-1863-2025,1863,2025,,subnational,gadm-4.1-adm1,295366,no_reference,0,,0,,,,,,
USA-CO-1876-2025,1876,2025,,subnational,gadm-4.1-adm1,269780,no_reference,0,,0,,,,,,
USA-COT-1861-1876,1861,1876,,subnational,gadm-4.1-adm1,269780,no_reference,0,,0,,,,,,
USA-CT-1800-2025,1800,2025,,subnational,gadm-4.1-adm1,12858,no_reference,0,,0,,,,,,
USA-DE-1800-2025,1800,2025,,subnational,gadm-4.1-adm1,5221,no_reference,0,,0,,,,,,
USA-FL-1845-2025,1845,2025,,subnational,gadm-4.1-adm1,147181,no_reference,0,,0,,,,,,
USA-GA-1800-2025,1800,2025,,subnational,gadm-4.1-adm1,152424,no_reference,0,,0,,,,,,
USA-IA-1846-2025,1846,2025,,subnational,gadm-4.1-adm1,145675,no_reference,0,,0,,,,,,
USA-ID-1890-2025,1890,2025,,subnational,gadm-4.1-adm1,216440,no_reference,0,,0,,,,,,
USA-IDT-1868-1890,1868,1890,,subnational,gadm-4.1-adm1,216440,no_reference,0,,0,,,,,,
USA-IL-1818-2025,1818,2025,,subnational,gadm-4.1-adm1,150139,no_reference,0,,0,,,,,,
USA-IN-1816-2025,1816,2025,,subnational,gadm-4.1-adm1,94247,no_reference,0,,0,,,,,,
USA-KS-1861-2025,1861,2025,,subnational,gadm-4.1-adm1,213343,no_reference,0,,0,,,,,,
USA-KY-1800-2025,1800,2025,,subnational,gadm-4.1-adm1,104480,no_reference,0,,0,,,,,,
USA-LA-1812-2025,1812,2025,,subnational,gadm-4.1-adm1,120583,no_reference,0,,0,,,,,,
USA-MA-1800-2025,1800,2025,,subnational,gadm-4.1-adm1,20976,no_reference,0,,0,,,,,,
USA-MD-1800-2025,1800,2025,,subnational,gadm-4.1-adm1,25496,no_reference,0,,0,,,,,,
USA-ME-1820-2025,1820,2025,,subnational,gadm-4.1-adm1,84056,no_reference,0,,0,,,,,,
USA-MI-1837-2025,1837,2025,,subnational,gadm-4.1-adm1,250148,no_reference,0,,0,,,,,,
USA-MN-1858-2025,1858,2025,,subnational,gadm-4.1-adm1,225330,no_reference,0,,0,,,,,,
USA-MO-1821-2025,1821,2025,,subnational,gadm-4.1-adm1,180651,no_reference,0,,0,,,,,,
USA-MS-1817-2025,1817,2025,,subnational,gadm-4.1-adm1,123586,no_reference,0,,0,,,,,,
USA-MT-1889-2025,1889,2025,,subnational,gadm-4.1-adm1,380922,no_reference,0,,0,,,,,,
USA-MTT-1864-1889,1864,1889,,subnational,gadm-4.1-adm1,380922,no_reference,0,,0,,,,,,
USA-NC-1800-2025,1800,2025,,subnational,gadm-4.1-adm1,127771,no_reference,0,,0,,,,,,
USA-ND-1889-2025,1889,2025,,subnational,gadm-4.1-adm1,183247,no_reference,0,,0,,,,,,
USA-NE-1867-2025,1867,2025,,subnational,gadm-4.1-adm1,200417,no_reference,0,,0,,,,,,
USA-NET-1863-1867,1863,1867,,subnational,gadm-4.1-adm1,200417,no_reference,0,,0,,,,,,
USA-NH-1800-2025,1800,2025,,subnational,gadm-4.1-adm1,23996,no_reference,0,,0,,,,,,
USA-NJ-1800-2025,1800,2025,,subnational,gadm-4.1-adm1,19675,no_reference,0,,0,,,,,,
USA-NM-1912-2025,1912,2025,,subnational,gadm-4.1-adm1,315212,no_reference,0,,0,,,,,,
USA-NMT-1863-1912,1863,1912,,subnational,gadm-4.1-adm1,315212,no_reference,0,,0,,,,,,
USA-NV-1864-2025,1864,2025,,subnational,gadm-4.1-adm1,286561,no_reference,0,,0,,,,,,
USA-NY-1800-2025,1800,2025,,subnational,gadm-4.1-adm1,135176,no_reference,0,,0,,,,,,
USA-OH-1803-2025,1803,2025,,subnational,gadm-4.1-adm1,120053,no_reference,0,,0,,,,,,
USA-OK-1907-2025,1907,2025,,subnational,gadm-4.1-adm1,181150,no_reference,0,,0,,,,,,
USA-OR-1859-2025,1859,2025,,subnational,gadm-4.1-adm1,251380,no_reference,0,,0,,,,,,
USA-PA-1800-2025,1800,2025,,subnational,gadm-4.1-adm1,117212,no_reference,0,,0,,,,,,
USA-RI-1790-2025,1790,2025,,subnational,gadm-4.1-adm1,2858,no_reference,0,,0,,,,,,
USA-SC-1800-2025,1800,2025,,subnational,gadm-4.1-adm1,79863,no_reference,0,,0,,,,,,
USA-SOUTHDAKOTA-1889-2025,1889,2025,,subnational,gadm-4.1-adm1,199492,no_reference,0,,0,,,,,,
USA-TN-1800-2025,1800,2025,,subnational,gadm-4.1-adm1,109172,no_reference,0,,0,,,,,,
USA-TX-1845-2025,1845,2025,,subnational,gadm-4.1-adm1,685911,no_reference,0,,0,,,,,,
USA-UTAH-1896-2025,1896,2025,,subnational,gadm-4.1-adm1,219833,no_reference,0,,0,,,,,,
USA-UTT-1868-1896,1868,1896,,subnational,gadm-4.1-adm1,219833,no_reference,0,,0,,,,,,
USA-VA-1800-2025,1800,2025,,subnational,gadm-4.1-adm1,103417,no_reference,0,,0,,,,,,
USA-VT-1800-2025,1800,2025,,subnational,gadm-4.1-adm1,24983,no_reference,0,,0,,,,,,
USA-WA-1889-2025,1889,2025,,subnational,gadm-4.1-adm1,174901,no_reference,0,,0,,,,,,
USA-WAT-1863-1889,1863,1889,,subnational,gadm-4.1-adm1,174901,no_reference,0,,0,,,,,,
USA-WI-1848-2025,1848,2025,,subnational,gadm-4.1-adm1,169330,no_reference,0,,0,,,,,,
USA-WV-1863-2025,1863,2025,,subnational,gadm-4.1-adm1,62736,no_reference,0,,0,,,,,,
USA-WY-1890-2025,1890,2025,,subnational,gadm-4.1-adm1,253355,no_reference,0,,0,,,,,,
USA-WYT-1868-1890,1868,1890,,subnational,gadm-4.1-adm1,253355,no_reference,0,,0,,,,,,
UZB-1991-2025,1991,2025,704,national,cshapes-2.0,446367,stable_where_covered,1,1991-2019,0,446591,446591,,,0.998,-0.05
VAT-1929-2025,1929,2025,,national,gadm-4.1-adm0,1,no_reference,0,,0,,,,,,
VCT-1800-1833,1800,1833,,national,gadm-4.1-adm0,391,no_reference,0,,0,,,,,,
VCT-1833-2025,1833,2025,57,national,gadm-4.1-adm0,391,no_reference,0,,0,,,,,,
VEN-1830-2025,1830,2025,101,national,cshapes-2.0,910634,stable_where_covered,1,1886-2019,0,910834,910834,,,0.998,-0.02
VGB-1800-2025,1800,2025,,national,gadm-4.1-adm0,168,no_reference,0,,0,,,,,,
VIC-1851-1901,1851,1901,,national,cshapes-2.0,238319,no_reference,0,,0,,,,,,
VIR-1917-2025,1917,2025,,colonial,gadm-4.1-adm0,367,no_reference,0,,0,,,,,,
VNM-1887-1954,1887,1954,815,national,cshapes-2.0,324094,changed,2,1887-1953,0,379848,324216,1.172,1893,0.851,-14.68
VNM-1975-2025,1975,2025,816,national,cshapes-2.0,324094,stable_where_covered,1,1975-2019,0,324216,324216,,,0.996,-0.04
VNM-TON-1887-1945,1887,1945,,subnational,constructed,115832,no_reference,0,,0,,,,,,
VUT-1800-2025,1800,2025,935,national,gadm-4.1-adm0,12181,no_reference,0,,0,,,,,,
WAD-1800-1912,1800,1912,,national,paine-2024,362774,no_reference,0,,0,,,,,,
WBK-1950-1967,1950,1967,6631,colonial,cshapes-2.0,5847,stable_confirmed,1,1950-1966,0,5871,5871,,,0.985,-0.41
WBL-1949-1990,1949,1990,,city-territory,cshapes-2.0,,no_reference,0,,0,,,,,,
WIN-1833-1960,1833,1960,,colonial,constructed,2121,no_reference,0,,0,,,,,,
WLF-1800-2025,1800,2025,,territory,gadm-4.1-adm0,156,no_reference,0,,0,,,,,,
WLO-1800-1855,1800,1855,,national,paine-2024,7283,no_reference,0,,0,,,,,,
WSM-1900-2025,1900,2025,990,national,gadm-4.1-adm0,2835,no_reference,0,,0,,,,,,
WZO-1938-1949,1938,1949,260,national,cshapes-2.0,247552,stable_where_covered,1,1945-1948,0,247663,247663,,,0.998,-0.04
YEM-1990-2025,1990,2025,678,national,cshapes-2.0,453595,changed,2,1990-2019,0,423691,453550,1.07,2000,0.933,7.06
ZAF-1910-2025,1910,2025,560,national,cshapes-2.0,1220223,stable_where_covered,1,1910-2019,0,1220229,1220229,,,0.999,-0.0
ZMB-1964-2025,1964,2025,551,national,cshapes-2.0,752073,stable_where_covered,1,1964-2019,0,751924,751924,,,0.999,0.02
ZNZ-1890-1963,1890,1963,,national,cshapes-2.0,2587,no_reference,0,,0,,,,,,
ZUL-1816-1879,1816,1879,,national,paine-2024,34595,no_reference,0,,0,,,,,,
ZWE-1890-1891,1890,1891,552,national,cshapes-2.0,389716,no_reference,0,,0,,,,,,
ZWE-1891-1900,1891,1900,552,national,cshapes-2.0,1044886,stable_confirmed,1,1891-1899,0,1044858,1044858,,,0.999,0.0
ZWE-1900-1953,1900,1953,552,national,cshapes-2.0,389716,stable_confirmed,1,1900-1952,0,389853,389853,,,0.999,-0.04
ZWE-1964-1980,1964,1980,552,national,cshapes-2.0,389716,stable_confirmed,1,1964-1979,1,389853,389853,,,0.999,-0.04
ZWE-1980-2025,1980,2025,552,national,cshapes-2.0,389716,stable_where_covered,1,1980-2019,0,389853,389853,,,0.999,-0.04
